Source.Name,Subject,Condition,Time_Stamp,Task_nr,Event,Total_glance_duration_pr_task,Glances_pr._task,Total_glances,Total_glance_time,Crashes_pr._task,Total_crashes
zP13_short.csv,13,touch_only,4/26/2023 13:18,9,glanced,1.61,2,42,31.53,0,0
zP13_short.csv,13,touch_only,4/26/2023 13:19,10,glanced,6.57,8,50,38.1,0,0
zP16_short.csv,16,touch_only,4/27/2023 9:18,1,glanced,3.55,4,4,3.55,0,0
zP16_short.csv,16,touch_only,4/27/2023 9:19,2,glanced,2.35,3,7,5.9,0,0
zP16_short.csv,16,touch_only,4/27/2023 9:20,3,glanced,14.95,16,23,20.85,0,0
zP16_short.csv,16,touch_only,4/27/2023 9:20,4,glanced,3.96,5,28,24.81,0,0
zP16_short.csv,16,touch_only,4/27/2023 9:20,5,glanced,2.83,4,32,27.64,0,0
zP16_short.csv,16,touch_only,4/27/2023 9:21,6,glanced,2.41,4,36,30.05,0,0
zP16_short.csv,16,touch_only,4/27/2023 9:21,7,glanced,0.35,1,37,30.4,0,0
zP16_short.csv,16,touch_only,4/27/2023 9:21,8,glanced,6.59,8,45,36.99,0,0
zP16_short.csv,16,touch_only,4/27/2023 9:22,9,glanced,4.42,5,50,41.41,0,0
zP16_short.csv,16,touch_only,4/27/2023 9:22,10,glanced,3.1,2,52,44.51,0,0
zP43_short.csv,43,combination,5/3/2023 9:25,0,unsure,0,0,0,0,0,0
zP17_short.csv,17,touch_only,4/27/2023 9:20,1,glanced,2.16,3,3,2.16,0,0
zP17_short.csv,17,touch_only,4/27/2023 9:20,2,glanced,1.93,2,5,4.09,0,0
zP17_short.csv,17,touch_only,4/27/2023 9:20,3,glanced,1.26,1,6,5.35,0,0
zP17_short.csv,17,touch_only,4/27/2023 9:21,4,crashed,0,1,7,7.92,1,1
zP17_short.csv,17,touch_only,4/27/2023 9:21,5,glanced,3.93,5,12,11.85,0,1
zP17_short.csv,17,touch_only,4/27/2023 9:22,6,glanced,7.08,7,19,18.93,0,2
zP17_short.csv,17,touch_only,4/27/2023 9:22,7,glanced,1.84,2,21,20.77,0,2
zP17_short.csv,17,touch_only,4/27/2023 9:23,8,glanced,2.51,3,24,23.28,0,2
zP17_short.csv,17,touch_only,4/27/2023 9:23,9,glanced,7.41,7,31,30.69,0,3
zP17_short.csv,17,touch_only,4/27/2023 9:24,10,glanced,9.16,7,38,39.85,0,3
zP44_short.csv,44,bar,5/3/2023 9:52,0,unsure,0,0,0,0,0,0
zP18_short.csv,18,touch_only,4/27/2023 11:12,1,glanced,3.63,5,5,3.63,0,0
zP18_short.csv,18,touch_only,4/27/2023 11:13,2,glanced,1.78,3,8,5.41,0,0
zP18_short.csv,18,touch_only,4/27/2023 11:13,3,glanced,6.08,6,14,11.49,0,0
zP18_short.csv,18,touch_only,4/27/2023 11:14,4,glanced,8.41,9,23,19.9,0,0
zP18_short.csv,18,touch_only,4/27/2023 11:14,5,glanced,2.86,3,26,22.76,0,0
zP18_short.csv,18,touch_only,4/27/2023 11:14,6,glanced,2.85,3,29,25.61,0,0
zP18_short.csv,18,touch_only,4/27/2023 11:15,7,glanced,2.65,3,32,28.26,0,0
zP18_short.csv,18,touch_only,4/27/2023 11:15,8,glanced,2.07,3,35,30.33,0,0
zP18_short.csv,18,touch_only,4/27/2023 11:16,9,glanced,2.16,4,39,32.49,0,0
zP18_short.csv,18,touch_only,4/27/2023 11:16,10,glanced,11.54,13,52,44.03,1,1
zP45_short.csv,45,touch_only,5/3/2023 10:15,1,glanced,6.06,11,11,6.06,0,0
zP45_short.csv,45,touch_only,5/3/2023 10:16,2,glanced,3.78,5,16,9.84,0,0
zP45_short.csv,45,touch_only,5/3/2023 10:16,3,glanced,3.2,4,20,13.04,0,0
zP45_short.csv,45,touch_only,5/3/2023 10:16,4,glanced,3.06,4,24,16.1,0,0
zP45_short.csv,45,touch_only,5/3/2023 10:16,5,glanced,1.91,2,26,18.01,0,0
zP45_short.csv,45,touch_only,5/3/2023 10:17,6,glanced,5.21,6,32,23.22,0,0
zP45_short.csv,45,touch_only,5/3/2023 10:17,7,glanced,1.02,1,33,24.24,0,0
zP45_short.csv,45,touch_only,5/3/2023 10:17,8,glanced,3.72,4,37,27.96,0,0
zP45_short.csv,45,touch_only,5/3/2023 10:18,9,glanced,2.77,3,40,30.73,0,0
zP45_short.csv,45,touch_only,5/3/2023 10:18,10,glanced,6.34,7,47,37.07,0,0
