Source.Name,Subject,Condition,Time_Stamp,Task_nr,Event,Single_Glance_duration,Total_glance_duration_pr_task,Glances_pr._task,Total_glances,Total_glance_time,Crashes_pr._task,Total_crashes,Lane_broken_pr_task,Total_lane_broken
p23.csv,23,acrylic,4/27/2023 11:35,0,unsure,0,0,0,0,0,0,0,0,0
p23.csv,23,acrylic,4/27/2023 11:35,1,task_started,0,0,0,0,0,0,0,0,0
p23.csv,23,acrylic,4/27/2023 11:35,1,glanced,0.35,0.35,1,1,0.35,0,0,0,0
p23.csv,23,acrylic,4/27/2023 11:35,1,glanced,0.71,1.06,2,2,1.06,0,0,0,0
p23.csv,23,acrylic,4/27/2023 11:35,1,glanced,0.46,1.52,3,3,1.52,0,0,0,0
p23.csv,23,acrylic,4/27/2023 11:35,1,glanced,0.5,2.02,4,4,2.02,0,0,0,0
p23.csv,23,acrylic,4/27/2023 11:35,1,glanced,0.56,2.58,5,5,2.58,0,0,0,0
p23.csv,23,acrylic,4/27/2023 11:35,1,glanced,0.52,3.1,6,6,3.1,0,0,0,0
p23.csv,23,acrylic,4/27/2023 11:35,2,task_started,0,0,0,6,3.1,0,0,0,0
p23.csv,23,acrylic,4/27/2023 11:35,2,glanced,0.63,0.63,1,7,3.73,0,0,0,0
p23.csv,23,acrylic,4/27/2023 11:35,2,glanced,0.56,1.19,2,8,4.29,0,0,0,0
p23.csv,23,acrylic,4/27/2023 11:35,2,glanced,0.66,1.85,3,9,4.95,0,0,0,0
p23.csv,23,acrylic,4/27/2023 11:36,3,task_started,0,0,0,9,4.95,0,0,0,0
p23.csv,23,acrylic,4/27/2023 11:36,3,glanced,0.43,0.43,1,10,5.38,0,0,0,0
p23.csv,23,acrylic,4/27/2023 11:36,3,glanced,0.68,1.11,2,11,6.06,0,0,0,0
p23.csv,23,acrylic,4/27/2023 11:36,3,glanced,0.74,1.85,3,12,6.8,0,0,0,0
p23.csv,23,acrylic,4/27/2023 11:36,3,glanced,0.58,2.43,4,13,7.38,0,0,0,0
p23.csv,23,acrylic,4/27/2023 11:36,3,glanced,0.52,2.95,5,14,7.9,0,0,0,0
p23.csv,23,acrylic,4/27/2023 11:36,3,glanced,0.66,3.61,6,15,8.56,0,0,0,0
p23.csv,23,acrylic,4/27/2023 11:36,3,glanced,0.64,4.25,7,16,9.2,0,0,0,0
p23.csv,23,acrylic,4/27/2023 11:36,3,crash,0,4.25,7,16,9.2,1,1,0,0
p23.csv,23,acrylic,4/27/2023 11:36,3,glanced,0.62,4.87,8,17,9.82,1,1,0,0
p23.csv,23,acrylic,4/27/2023 11:36,3,glanced,0.82,5.69,9,18,10.64,1,1,0,0
p23.csv,23,acrylic,4/27/2023 11:36,3,glanced,0.73,6.42,10,19,11.37,1,1,0,0
p23.csv,23,acrylic,4/27/2023 11:36,3,glanced,0.66,7.08,11,20,12.03,1,1,0,0
p23.csv,23,acrylic,4/27/2023 11:36,3,glanced,0.67,7.75,12,21,12.7,1,1,0,0
p23.csv,23,acrylic,4/27/2023 11:36,3,glanced,0.67,8.42,13,22,13.37,1,1,0,0
p23.csv,23,acrylic,4/27/2023 11:36,3,glanced,0.79,9.21,14,23,14.16,1,1,0,0
p23.csv,23,acrylic,4/27/2023 11:36,3,glanced,0.68,9.89,15,24,14.84,1,1,0,0
p23.csv,23,acrylic,4/27/2023 11:36,3,glanced,0.61,10.5,16,25,15.45,1,1,0,0
p23.csv,23,acrylic,4/27/2023 11:36,3,glanced,0.65,11.15,17,26,16.1,1,1,0,0
p23.csv,23,acrylic,4/27/2023 11:36,3,glanced,0.65,11.8,18,27,16.75,1,1,0,0
p23.csv,23,acrylic,4/27/2023 11:36,3,glanced,0.7,12.5,19,28,17.45,1,1,0,0
p23.csv,23,acrylic,4/27/2023 11:36,3,glanced,0.7,13.2,20,29,18.15,1,1,0,0
p23.csv,23,acrylic,4/27/2023 11:36,3,glanced,0.68,13.88,21,30,18.83,1,1,0,0
p23.csv,23,acrylic,4/27/2023 11:36,3,glanced,1.63,15.51,22,31,20.46,1,1,0,0
p23.csv,23,acrylic,4/27/2023 11:36,3,glanced,0.12,15.63,23,32,20.58,1,1,0,0
p23.csv,23,acrylic,4/27/2023 11:36,3,glanced,0.95,16.58,24,33,21.53,1,1,0,0
p23.csv,23,acrylic,4/27/2023 11:36,3,glanced,0.69,17.27,25,34,22.22,1,1,0,0
p23.csv,23,acrylic,4/27/2023 11:36,3,glanced,0.71,17.98,26,35,22.93,1,1,0,0
p23.csv,23,acrylic,4/27/2023 11:36,4,task_started,0,0,0,35,22.93,0,1,0,0
p23.csv,23,acrylic,4/27/2023 11:37,4,glanced,0.49,0.49,1,36,23.42,0,1,0,0
p23.csv,23,acrylic,4/27/2023 11:37,4,glanced,0.53,1.02,2,37,23.95,0,1,0,0
p23.csv,23,acrylic,4/27/2023 11:37,4,glanced,0.66,1.68,3,38,24.61,0,1,0,0
p23.csv,23,acrylic,4/27/2023 11:37,4,glanced,0.8,2.48,4,39,25.41,0,1,0,0
p23.csv,23,acrylic,4/27/2023 11:37,4,glanced,1.05,3.53,5,40,26.46,0,1,0,0
p23.csv,23,acrylic,4/27/2023 11:37,5,task_started,0,0,0,40,26.46,0,1,0,0
p23.csv,23,acrylic,4/27/2023 11:37,5,glanced,1.03,1.03,1,41,27.49,0,1,0,0
p23.csv,23,acrylic,4/27/2023 11:37,5,glanced,0.95,1.98,2,42,28.44,0,1,0,0
p23.csv,23,acrylic,4/27/2023 11:37,5,glanced,1.08,3.06,3,43,29.52,0,1,0,0
p23.csv,23,acrylic,4/27/2023 11:37,5,glanced,0.83,3.89,4,44,30.35,0,1,0,0
p23.csv,23,acrylic,4/27/2023 11:37,6,task_started,0,0,0,44,30.35,0,1,0,0
p23.csv,23,acrylic,4/27/2023 11:37,6,glanced,0.73,0.73,1,45,31.08,0,1,0,0
p23.csv,23,acrylic,4/27/2023 11:37,6,glanced,0.85,1.58,2,46,31.93,0,1,0,0
p23.csv,23,acrylic,4/27/2023 11:37,6,glanced,0.72,2.3,3,47,32.65,0,1,0,0
p23.csv,23,acrylic,4/27/2023 11:37,6,glanced,0.7,3,4,48,33.35,0,1,0,0
p23.csv,23,acrylic,4/27/2023 11:37,6,glanced,0.63,3.63,5,49,33.98,0,1,0,0
p23.csv,23,acrylic,4/27/2023 11:37,7,task_started,0,0,0,49,33.98,0,1,0,0
p23.csv,23,acrylic,4/27/2023 11:37,7,glanced,1.14,1.14,1,50,35.12,0,1,0,0
p23.csv,23,acrylic,4/27/2023 11:37,7,glanced,0.58,1.72,2,51,35.7,0,1,0,0
p23.csv,23,acrylic,4/27/2023 11:38,8,task_started,0,0,0,51,35.7,0,1,0,0
p23.csv,23,acrylic,4/27/2023 11:38,8,crash,0,0.8,1,52,36.5,1,2,0,0
p23.csv,23,acrylic,4/27/2023 11:38,8,glanced,0.8,0.8,1,52,36.5,0,1,0,0
p23.csv,23,acrylic,4/27/2023 11:38,8,glanced,0.62,1.42,2,53,37.12,1,2,0,0
p23.csv,23,acrylic,4/27/2023 11:38,8,glanced,0.88,2.3,3,54,38,1,2,0,0
p23.csv,23,acrylic,4/27/2023 11:38,8,glanced,1.11,3.41,4,55,39.11,1,2,0,0
p23.csv,23,acrylic,4/27/2023 11:38,9,task_started,0,0,0,55,39.11,0,2,0,0
p23.csv,23,acrylic,4/27/2023 11:38,9,crash,0,1.03,1,56,40.14,1,3,0,0
p23.csv,23,acrylic,4/27/2023 11:38,9,glanced,1.03,1.03,1,56,40.14,0,2,0,0
p23.csv,23,acrylic,4/27/2023 11:38,9,unsure,0,1.03,1,56,40.14,0,2,0,0
p23.csv,23,acrylic,4/27/2023 11:38,9,glanced,0.65,1.68,2,57,40.79,1,3,0,0
p23.csv,23,acrylic,4/27/2023 11:38,10,task_started,0,0,0,57,40.79,0,3,0,0
p23.csv,23,acrylic,4/27/2023 11:38,10,glanced,0.29,0.29,1,58,41.08,0,3,0,0
p23.csv,23,acrylic,4/27/2023 11:38,10,glanced,0.66,0.95,2,59,41.74,0,3,0,0
p23.csv,23,acrylic,4/27/2023 11:38,10,glanced,0.94,1.89,3,60,42.68,0,3,0,0
p23.csv,23,acrylic,4/27/2023 11:38,10,glanced,0.84,2.73,4,61,43.52,0,3,0,0
p23.csv,23,acrylic,4/27/2023 11:38,10,glanced,0.82,3.55,5,62,44.34,0,3,0,0
p23.csv,23,acrylic,4/27/2023 11:38,10,glanced,0.6,4.15,6,63,44.94,0,3,0,0
p23.csv,23,acrylic,4/27/2023 11:38,10,glanced,0.55,4.7,7,64,45.49,0,3,0,0
P24.csv,24,acrylic,4/27/2023 14:15,1,task_started,0,0,0,0,0,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:15,1,glanced,0.6,0.6,1,1,0.6,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:15,1,glanced,0.48,1.08,2,2,1.08,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:15,1,glanced,0.84,1.92,3,3,1.92,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:15,2,task_started,0,0,0,3,1.92,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:15,2,glanced,0.62,0.62,1,4,2.54,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:15,2,glanced,0.6,1.22,2,5,3.14,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:15,2,glanced,0.26,1.48,3,6,3.4,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:16,3,task_started,0,0,0,6,3.4,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:16,3,glanced,0.54,0.54,1,7,3.94,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:16,3,glanced,0.44,0.98,2,8,4.38,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:16,3,glanced,0.4,1.38,3,9,4.78,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:16,3,glanced,0.56,1.94,4,10,5.34,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:16,3,glanced,0.8,2.74,5,11,6.14,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:16,3,glanced,1.18,3.92,6,12,7.32,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:16,3,glanced,0.56,4.48,7,13,7.88,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:16,3,glanced,0.49,4.97,8,14,8.37,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:16,3,glanced,0.48,5.45,9,15,8.85,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:16,4,task_started,0,0,0,15,8.85,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:16,4,glanced,0.19,0.19,1,16,9.04,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:16,4,glanced,0.65,0.84,2,17,9.69,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:16,4,glanced,0.57,1.41,3,18,10.26,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:16,4,glanced,0.57,1.98,4,19,10.83,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:16,4,glanced,0.81,2.79,5,20,11.64,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:16,4,glanced,0.77,3.56,6,21,12.41,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:16,4,glanced,1.67,5.23,7,22,14.08,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:16,4,glanced,0.47,5.7,8,23,14.55,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:16,5,task_started,0,0,0,23,14.55,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:16,5,glanced,0.75,0.75,1,24,15.3,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:16,5,glanced,0.71,1.46,2,25,16.01,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:17,6,task_started,0,0,0,25,16.01,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:17,6,glanced,0.63,0.63,1,26,16.64,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:17,6,glanced,0.39,1.02,2,27,17.03,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:17,6,glanced,0.83,1.85,3,28,17.86,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:17,6,glanced,0.17,2.02,4,29,18.03,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:17,7,task_started,0,0,0,29,18.03,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:17,7,glanced,0.78,0.78,1,30,18.81,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:17,8,task_started,0,0,0,30,18.81,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:17,8,glanced,0.52,0.52,1,31,19.33,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:17,8,glanced,0.46,0.98,2,32,19.79,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:17,8,glanced,0.52,1.5,3,33,20.31,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:17,8,glanced,0.73,2.23,4,34,21.04,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:17,8,glanced,0.61,2.84,5,35,21.65,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:17,8,glanced,0.75,3.59,6,36,22.4,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:17,8,glanced,0.36,3.95,7,37,22.76,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:17,9,task_started,0,0,0,37,22.76,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:18,9,glanced,0.52,0.52,1,38,23.28,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:18,9,glanced,0.76,1.28,2,39,24.04,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:18,9,glanced,0.63,1.91,3,40,24.67,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:18,10,task_started,0,0,0,40,24.67,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:18,10,glanced,0.43,0.43,1,41,25.1,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:18,10,glanced,0.67,1.1,2,42,25.77,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:18,10,glanced,0.74,1.84,3,43,26.51,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:18,10,glanced,0.69,2.53,4,44,27.2,0,0,0,0
P24.csv,24,acrylic,4/27/2023 14:18,10,glanced,1.02,3.55,5,45,28.22,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:43,1,task_started,0,0,0,0,0,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:43,1,glanced,0.74,0.74,1,1,0.74,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:43,1,glanced,0.59,1.33,2,2,1.33,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:43,1,glanced,0.59,1.92,3,3,1.92,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:43,2,task_started,0,0,0,3,1.92,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:43,2,glanced,0.46,0.46,1,4,2.38,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:43,2,glanced,0.9,1.36,2,5,3.28,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:43,2,glanced,1.45,2.81,3,6,4.73,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:44,3,task_started,0,0,0,6,4.73,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:44,3,glanced,0.4,0.4,1,7,5.13,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:44,3,glanced,2.05,2.45,2,8,7.18,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:44,4,task_started,0,0,0,8,7.18,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:44,4,glanced,0.78,0.78,1,9,7.96,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:44,4,glanced,1.81,2.59,2,10,9.77,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:44,4,glanced,0.88,3.47,3,11,10.65,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:44,5,task_started,0,0,0,11,10.65,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:44,5,glanced,0.69,0.69,1,12,11.34,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:44,5,glanced,0.95,1.64,2,13,12.29,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:44,5,glanced,0.63,2.27,3,14,12.92,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:44,5,glanced,0.63,2.9,4,15,13.55,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:44,5,glanced,0.56,3.46,5,16,14.11,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:44,5,glanced,0.42,3.88,6,17,14.53,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:45,6,task_started,0,0,0,17,14.53,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:45,6,glanced,0.39,0.39,1,18,14.92,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:45,6,glanced,1.14,1.53,2,19,16.06,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:45,6,glanced,0.63,2.16,3,20,16.69,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:45,6,glanced,0.47,2.63,4,21,17.16,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:45,7,task_started,0,0,0,21,17.16,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:45,7,glanced,0.99,0.99,1,22,18.15,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:45,8,task_started,0,0,0,22,18.15,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:45,8,glanced,0.41,0.41,1,23,18.56,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:45,8,glanced,0.75,1.16,2,24,19.31,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:45,8,glanced,1.35,2.51,3,25,20.66,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:45,8,glanced,1.14,3.65,4,26,21.8,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:46,9,task_started,0,0,0,26,21.8,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:46,9,glanced,1.47,1.47,1,27,23.27,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:46,9,glanced,3.08,4.55,2,28,26.35,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:46,10,task_started,0,0,0,28,26.35,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:46,10,glanced,2.04,2.04,1,29,28.39,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:46,10,glanced,0.81,2.85,2,30,29.2,0,0,0,0
P27.csv,27,acrylic,4/28/2023 9:46,10,glanced,1.18,4.03,3,31,30.38,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:41,0,unsure,0,0,0,0,0,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:41,1,task_started,0,0,0,0,0,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:41,1,glanced,1.65,1.65,1,1,1.65,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:41,1,glanced,0.93,2.58,2,2,2.58,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:41,1,glanced,1.4,3.98,3,3,3.98,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:41,1,glanced,1.49,5.47,4,4,5.47,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:41,1,glanced,0.64,6.11,5,5,6.11,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:41,1,glanced,1.59,7.7,6,6,7.7,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:41,1,glanced,1.14,8.84,7,7,8.84,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:41,2,task_started,0,0,0,7,8.84,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:41,2,glanced,0.99,0.99,1,8,9.83,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:42,3,task_started,0,0,0,8,9.83,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:42,3,glanced,1.29,1.29,1,9,11.12,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:42,3,glanced,0.49,1.78,2,10,11.61,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:42,3,glanced,0.66,2.44,3,11,12.27,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:42,3,glanced,0.57,3.01,4,12,12.84,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:42,3,glanced,0.52,3.53,5,13,13.36,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:42,3,glanced,0.57,4.1,6,14,13.93,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:42,3,glanced,0.64,4.74,7,15,14.57,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:42,3,glanced,0.77,5.51,8,16,15.34,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:42,3,glanced,0.05,5.56,9,17,15.39,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:42,3,glanced,0.87,6.43,10,18,16.26,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:42,4,task_started,0,0,0,18,16.26,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:42,4,glanced,1.44,1.44,1,19,17.7,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:42,4,glanced,1.03,2.47,2,20,18.73,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:42,4,glanced,0.04,2.51,3,21,18.77,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:42,5,task_started,0,0,0,21,18.77,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:42,5,glanced,1.13,1.13,1,22,19.9,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:42,5,glanced,0.93,2.06,2,23,20.83,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:42,5,glanced,0.67,2.73,3,24,21.5,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:43,6,task_started,0,0,0,24,21.5,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:43,6,glanced,0.82,0.82,1,25,22.32,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:43,6,glanced,0.66,1.48,2,26,22.98,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:43,7,task_started,0,0,0,26,22.98,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:43,7,glanced,1.1,1.1,1,27,24.08,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:43,7,glanced,0.71,1.81,2,28,24.79,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:43,8,task_started,0,0,0,28,24.79,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:43,8,glanced,0.95,0.95,1,29,25.74,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:43,8,glanced,1.53,2.48,2,30,27.27,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:43,8,glanced,2.2,4.68,3,31,29.47,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:43,8,glanced,1.02,5.7,4,32,30.49,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:43,9,task_started,0,0,0,32,30.49,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:43,9,glanced,1.27,1.27,1,33,31.76,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:44,9,glanced,1.09,2.36,2,34,32.85,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:44,9,unsure,0,2.36,2,34,32.85,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:44,10,task_started,0,0,0,34,32.85,0,0,0,0
P28.csv,28,acrylic,4/28/2023 9:44,10,crash,0,0,0,34,32.85,1,1,0,0
P28.csv,28,acrylic,4/28/2023 9:44,10,glanced,1.33,1.33,1,35,34.18,1,1,0,0
P28.csv,28,acrylic,4/28/2023 9:44,10,glanced,0.73,2.06,2,36,34.91,1,1,0,0
P28.csv,28,acrylic,4/28/2023 9:44,10,glanced,1.36,3.42,3,37,36.27,1,1,0,0
P29.csv,29,acrylic,4/28/2023 12:48,1,task_started,0,0,0,0,0,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:48,1,glanced,0.71,0.71,1,1,0.71,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:48,1,glanced,0.58,1.29,2,2,1.29,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:48,2,task_started,0,0,0,2,1.29,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:48,2,glanced,0.89,0.89,1,3,2.18,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:48,2,glanced,1.38,2.27,2,4,3.56,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:48,2,glanced,1.1,3.37,3,5,4.66,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:48,2,glanced,0.67,4.04,4,6,5.33,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:48,3,task_started,0,0,0,6,5.33,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:48,3,glanced,0.49,0.49,1,7,5.82,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:48,3,glanced,0.66,1.15,2,8,6.48,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:48,3,glanced,0.92,2.07,3,9,7.4,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:49,3,glanced,0.9,2.97,4,10,8.3,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:49,3,glanced,1.11,4.08,5,11,9.41,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:49,3,glanced,0.76,4.84,6,12,10.17,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:49,3,glanced,0.71,5.55,7,13,10.88,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:49,3,glanced,0.21,5.76,8,14,11.09,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:49,3,glanced,0.55,6.31,9,15,11.64,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:49,4,task_started,0,0,0,15,11.64,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:49,4,glanced,0.38,0.38,1,16,12.02,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:49,4,glanced,0.41,0.79,2,17,12.43,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:49,4,glanced,0.53,1.32,3,18,12.96,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:49,4,glanced,0.73,2.05,4,19,13.69,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:49,4,glanced,0.59,2.64,5,20,14.28,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:49,4,glanced,0.29,2.93,6,21,14.57,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:49,5,task_started,0,0,0,21,14.57,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:49,5,glanced,0.76,0.76,1,22,15.33,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:49,5,glanced,0.47,1.23,2,23,15.8,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:49,6,task_started,0,0,0,23,15.8,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:50,6,glanced,0.64,0.64,1,24,16.44,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:50,6,glanced,0.73,1.37,2,25,17.17,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:50,7,task_started,0,0,0,25,17.17,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:50,7,glanced,0.76,0.76,1,26,17.93,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:50,7,glanced,0.83,1.59,2,27,18.76,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:50,8,task_started,0,0,0,27,18.76,0,0,0,0
P29.csv,29,acrylic,4/28/2023 12:50,8,glanced,1.66,1.66,1,28,20.42,0,0,0,0
